"","LSOA21CD","MSOA21CD"
"27100","E01027549","E02005736"
"27101","E01027542","E02005734"
"27102","E01027543","E02005734"
"27103","E01027541","E02005734"
"27104","E01027544","E02005734"
"27105","E01027361","E02005704"
"27106","E01027372","E02005704"
"27107","E01027362","E02005704"
"27108","E01027364","E02005704"
"27109","E01027363","E02005704"
"27110","E01027369","E02005705"
"27111","E01027365","E02005705"
"27112","E01027370","E02005704"
"27113","E01027443","E02005720"
"27114","E01027371","E02005704"
"27115","E01027356","E02005702"
"27116","E01027359","E02005703"
"27117","E01033717","E02005703"
"27118","E01033715","E02005703"
"27119","E01027358","E02005703"
"27120","E01027357","E02005702"
"27121","E01027381","E02005708"
"27122","E01027375","E02005708"
"27123","E01027366","E02005702"
"27124","E01027367","E02005702"
"27125","E01027384","E02005708"
"27126","E01027374","E02005708"
"27127","E01027383","E02005708"
"27128","E01008317","E02001714"
"27129","E01008315","E02001719"
"27130","E01008323","E02001714"
"27131","E01008318","E02001719"
"27132","E01008314","E02001719"
"27133","E01008320","E02001714"
"27134","E01008319","E02001714"
"27135","E01008322","E02001714"
"27136","E01008316","E02001719"
"27137","E01027380","E02005707"
"27138","E01027390","E02005708"
"27139","E01008170","E02001689"
"27140","E01035612","E02006841"
"27141","E01008167","E02001689"
"27142","E01008162","E02006841"
"27143","E01035611","E02006841"
"27144","E01035610","E02001689"
"27145","E01008163","E02006842"
"27146","E01008257","E02001689"
"27147","E01008252","E02001691"
"27148","E01008258","E02001688"
"27149","E01008203","E02006842"
"27150","E01008204","E02001692"
"27151","E01008254","E02001691"
"27152","E01008205","E02006842"
"27153","E01008251","E02001691"
"27154","E01008253","E02001691"
"27155","E01008239","E02001701"
"27156","E01008236","E02001697"
"27157","E01008237","E02001697"
"27158","E01008238","E02001697"
"27159","E01008201","E02001692"
"27160","E01008234","E02001701"
"27161","E01008235","E02001697"
"27162","E01008189","E02001704"
"27163","E01008193","E02001701"
"27164","E01008219","E02001697"
"27165","E01008221","E02001702"
"27166","E01008194","E02001701"
"27167","E01008192","E02001704"
"27168","E01008217","E02001704"
"27169","E01008191","E02001704"
"27170","E01008190","E02001704"
"27171","E01008220","E02001702"
"27172","E01008218","E02001702"
"27173","E01008225","E02001702"
"27174","E01035500","E02002890"
"27175","E01013920","E02002896"
"27176","E01033407","E02006904"
"27177","E01035506","E02006904"
"27178","E01033400","E02006904"
"27179","E01033402","E02006904"
"27180","E01033409","E02002890"
"27181","E01032522","E02002895"
"27182","E01013870","E02006905"
"27183","E01013961","E02002890"
"27184","E01033399","E02002890"
"27185","E01013813","E02002889"
"27186","E01013943","E02002882"
"27187","E01013816","E02002889"
"27188","E01013815","E02002889"
"27189","E01032520","E02002895"
"27190","E01035501","E02002895"
"27191","E01019647","E02004089"
"27192","E01019677","E02004091"
"27193","E01019678","E02004091"
"27194","E01019675","E02004089"
"27195","E01019682","E02004089"
"27196","E01019676","E02004091"
"27197","E01019681","E02004091"
"27198","E01028135","E02005864"
"27199","E01019679","E02004089"
"27200","E01019680","E02004091"
"27201","E01019698","E02004091"
"27202","E01019700","E02004092"
"27203","E01019697","E02004092"
"27204","E01019699","E02004092"
"27205","E01019706","E02004092"
"27206","E01019705","E02004092"
"27207","E01019707","E02004088"
"27208","E01019708","E02004088"
"27209","E01019709","E02004092"
"27210","E01019653","E02004088"
"27211","E01019651","E02004087"
"27212","E01019648","E02004087"
"27213","E01019652","E02004088"
"27214","E01019650","E02004087"
"27215","E01019649","E02004087"
"27216","E01019691","E02004085"
"27217","E01019696","E02004085"
"27218","E01019693","E02004085"
"27219","E01019694","E02004085"
"27220","E01019692","E02004085"
"27221","E01028378","E02005919"
"27222","E01013907","E02002902"
"27223","E01028360","E02005907"
"27224","E01028407","E02005916"
"27225","E01028405","E02005916"
"27226","E01028406","E02005916"
"27227","E01028404","E02005916"
"27228","E01028364","E02005912"
"27229","E01028391","E02005912"
"27230","E01013901","E02002901"
"27231","E01028365","E02005912"
"27232","E01013902","E02002901"
"27233","E01013895","E02002901"
"27234","E01028363","E02005912"
"27235","E01028258","E02005880"
"27236","E01013897","E02002902"
"27237","E01013900","E02002902"
"27238","E01013899","E02002902"
"27239","E01013896","E02002901"
"27240","E01013898","E02002902"
"27241","E01013905","E02002903"
"27242","E01013909","E02002903"
"27243","E01013908","E02002903"
"27244","E01013912","E02002903"
"27245","E01013903","E02002902"
"27246","E01013906","E02002904"
"27247","E01013910","E02002904"
"27248","E01013911","E02002904"
"27249","E01013904","E02002904"
"27250","E01028414","E02005908"
"27251","E01028413","E02005908"
"27252","E01028415","E02005908"
"27253","E01028394","E02005908"
"27254","E01028393","E02005908"
"27255","E01028395","E02005908"
"27256","E01028419","E02005915"
"27257","E01028367","E02005914"
"27258","E01028376","E02005911"
"27259","E01028357","E02005907"
"27260","E01028370","E02005914"
"27261","E01028420","E02005915"
"27262","E01028368","E02005914"
"27263","E01028369","E02005914"
"27264","E01028366","E02005914"
"27265","E01028372","E02005913"
"27266","E01035509","E02005913"
"27267","E01028374","E02005913"
"27268","E01035510","E02005913"
"27269","E01028412","E02005917"
"27270","E01028377","E02005911"
"27271","E01028383","E02005918"
"27272","E01028381","E02005918"
"27273","E01028382","E02005918"
"27274","E01028379","E02005917"
"27275","E01028380","E02005918"
"27276","E01028375","E02005911"
"27277","E01025886","E02005391"
"27278","E01025885","E02005391"
"27279","E01028411","E02005906"
"27280","E01026365","E02005477"
"27281","E01026323","E02005479"
"27282","E01028358","E02005907"
"27283","E01028359","E02005907"
"27284","E01028362","E02005907"
"27285","E01028403","E02005906"
"27286","E01028371","E02005906"
"27287","E01028361","E02005907"
"27288","E01028325","E02005904"
"27289","E01028148","E02005872"
"27290","E01028149","E02005872"
"27291","E01028168","E02005876"
"27292","E01028330","E02005905"
"27293","E01028331","E02005905"
"27294","E01028327","E02005897"
"27295","E01028191","E02005876"
"27296","E01028154","E02005866"
"27297","E01028213","E02005866"
"27298","E01028178","E02005872"
"27299","E01028151","E02005866"
"27300","E01028153","E02005866"
"27301","E01028150","E02005866"
"27302","E01028152","E02005866"
"27303","E01028332","E02005905"
"27304","E01028351","E02005905"
"27305","E01027997","E02005828"
"27306","E01027950","E02005827"
"27307","E01027995","E02005828"
"27308","E01028189","E02005865"
"27309","E01027928","E02005832"
"27310","E01027930","E02005834"
"27311","E01027939","E02005834"
"27312","E01027941","E02005834"
"27313","E01027942","E02005834"
"27314","E01027927","E02005832"
"27315","E01027926","E02005834"
"27316","E01027925","E02005833"
"27317","E01027938","E02005833"
"27318","E01027944","E02005833"
"27319","E01027940","E02005833"
"27320","E01028123","E02005853"
"27321","E01027943","E02005833"
"27322","E01027937","E02005832"
"27323","E01027933","E02005832"
"27324","E01033779","E02005831"
"27325","E01027935","E02005831"
"27326","E01033783","E02005831"
"27327","E01033782","E02005831"
"27328","E01033781","E02005831"
"27329","E01027932","E02005832"
"27330","E01027934","E02005831"
"27331","E01027936","E02005831"
"27332","E01033778","E02005831"
"27333","E01028200","E02005865"
"27334","E01028198","E02005865"
"27335","E01028199","E02005865"
"27336","E01028201","E02005865"
"27337","E01028120","E02006906"
"27338","E01028121","E02006906"
"27339","E01028122","E02005853"
"27340","E01028119","E02006906"
"27341","E01028111","E02005851"
"27342","E01028124","E02005853"
"27343","E01028118","E02005852"
"27344","E01028104","E02005853"
"27345","E01028103","E02005853"
"27346","E01028109","E02005852"
"27347","E01028115","E02005852"
"27348","E01028117","E02005852"
"27349","E01028110","E02005851"
"27350","E01033413","E02006906"
"27351","E01028116","E02005852"
"27352","E01028102","E02005853"
"27353","E01028105","E02006906"
"27354","E01028112","E02005851"
"27355","E01028107","E02005850"
"27356","E01028108","E02005850"
"27357","E01028114","E02005850"
"27358","E01028113","E02005851"
"27359","E01019451","E02004040"
"27360","E01019452","E02006827"
"27361","E01028092","E02005850"
"27362","E01028093","E02005850"
"27363","E01027993","E02005830"
"27364","E01027994","E02005830"
"27365","E01027945","E02005830"
"27366","E01027946","E02005830"
"27367","E01027963","E02005829"
"27368","E01027962","E02005829"
"27369","E01027961","E02005829"
"27370","E01027947","E02005827"
"27371","E01027976","E02005823"
"27372","E01027968","E02005823"
"27373","E01027969","E02005824"
"27374","E01027975","E02005824"
"27375","E01027965","E02005823"
"27376","E01027978","E02005822"
"27377","E01027957","E02005827"
"27378","E01027991","E02005824"
"27379","E01027992","E02005824"
"27380","E01027990","E02005821"
"27381","E01027964","E02005823"
"27382","E01027970","E02005820"
"27383","E01027966","E02005821"
"27384","E01027971","E02005820"
"27385","E01027988","E02005824"
"27386","E01027989","E02005824"
"27387","E01027987","E02005821"
"27388","E01027986","E02005821"
"27389","E01027984","E02005820"
"27390","E01027982","E02005820"
"27391","E01027979","E02005819"
"27392","E01027981","E02005819"
"27393","E01027983","E02005819"
"27394","E01027980","E02005819"
"27395","E01027985","E02005822"
"27396","E01027967","E02005822"
"27397","E01027977","E02005822"
"27398","E01028244","E02005889"
"27399","E01027972","E02005822"
"27400","E01027974","E02005823"
"27401","E01027973","E02005825"
"27402","E01027954","E02005825"
"27403","E01027952","E02005826"
"27404","E01027948","E02005827"
"27405","E01027951","E02005825"
"27406","E01027949","E02005825"
"27407","E01027953","E02005825"
"27408","E01027955","E02005826"
"27409","E01027956","E02005826"
"27410","E01027958","E02005826"
"27411","E01027959","E02005827"
"27412","E01028142","E02006835"
"27413","E01027996","E02005828"
"27414","E01027998","E02005828"
"27415","E01028268","E02005887"
"27416","E01028270","E02005892"
"27417","E01028274","E02005888"
"27418","E01028269","E02005887"
"27419","E01028284","E02005887"
"27420","E01028271","E02005883"
"27421","E01028283","E02005883"
"27422","E01028247","E02005887"
"27423","E01028227","E02005887"
"27424","E01028276","E02005888"
"27425","E01028273","E02005884"
"27426","E01028275","E02005888"
"27427","E01028243","E02005886"
"27428","E01028233","E02005888"
"27429","E01028236","E02005890"
"27430","E01028234","E02005888"
"27431","E01028261","E02005891"
"27432","E01028262","E02005890"
"27433","E01028263","E02005891"
"27434","E01028235","E02005890"
"27435","E01028255","E02005892"
"27436","E01028264","E02005890"
"27437","E01028220","E02005892"
"27438","E01033390","E02005892"
"27439","E01033391","E02005892"
"27440","E01028222","E02005892"
"27441","E01028219","E02005892"
"27442","E01033389","E02005892"
"27443","E01028256","E02005891"
"27444","E01028343","E02005898"
"27445","E01028249","E02005889"
"27446","E01028246","E02005889"
"27447","E01028248","E02005889"
"27448","E01028231","E02005889"
"27449","E01028230","E02005889"
"27450","E01028245","E02005889"
"27451","E01028237","E02005886"
"27452","E01028240","E02005886"
"27453","E01028239","E02005886"
"27454","E01028242","E02005884"
"27455","E01033776","E02005886"
"27456","E01033775","E02005886"
"27457","E01028238","E02005886"
"27458","E01028252","E02005882"
"27459","E01028228","E02005887"
"27460","E01028232","E02005885"
"27461","E01028229","E02005885"
"27462","E01028267","E02005885"
"27463","E01033392","E02005885"
"27464","E01019503","E02004051"
"27465","E01028282","E02005885"
"27466","E01028272","E02005884"
"27467","E01028278","E02005882"
"27468","E01028281","E02005883"
"27469","E01028279","E02005883"
"27470","E01028280","E02005883"
"27471","E01028277","E02005882"
"27472","E01028260","E02005881"
"27473","E01028253","E02005882"
"27474","E01028250","E02005884"
"27475","E01028251","E02005882"
"27476","E01019511","E02004051"
"27477","E01013871","E02006905"
"27478","E01013872","E02006905"
"27479","E01013874","E02006904"
"27480","E01013873","E02006905"
"27481","E01028074","E02005860"
"27482","E01013919","E02002896"
"27483","E01013921","E02002896"
"27484","E01013917","E02002891"
"27485","E01013915","E02002891"
"27486","E01028184","E02005879"
"27487","E01013918","E02002896"
"27488","E01013957","E02002896"
"27489","E01028386","E02005909"
"27490","E01028385","E02005909"
"27491","E01028416","E02005910"
"27492","E01028384","E02005909"
"27493","E01028354","E02005909"
"27494","E01028355","E02005909"
"27495","E01028398","E02005910"
"27496","E01028356","E02005911"
"27497","E01028417","E02005910"
"27498","E01028396","E02005910"
"27499","E01028397","E02005911"
"27500","E01028399","E02005910"
"27501","E01028400","E02005913"
"27502","E01028401","E02005913"
"27503","E01028392","E02005912"
"27504","E01028418","E02005910"
"27505","E01028223","E02005881"
"27506","E01028226","E02005881"
"27507","E01028259","E02005880"
"27508","E01028225","E02005881"
"27509","E01028224","E02005880"
"27510","E01019507","E02004051"
"27511","E01019510","E02004050"
"27512","E01034646","E02004050"
"27513","E01034647","E02004050"
"27514","E01019506","E02004051"
"27515","E01019509","E02004050"
"27516","E01019508","E02004050"
"27517","E01019505","E02004051"
"27518","E01028257","E02005880"
"27519","E01019485","E02004048"
"27520","E01019495","E02004046"
"27521","E01028254","E02005891"
"27522","E01028296","E02005898"
"27523","E01028342","E02005898"
"27524","E01028344","E02005898"
"27525","E01028299","E02005898"
"27526","E01028298","E02005898"
"27527","E01028300","E02005898"
"27528","E01033774","E02005894"
"27529","E01033773","E02005894"
"27530","E01028313","E02005894"
"27531","E01028322","E02005894"
"27532","E01033772","E02005894"
"27533","E01028321","E02005894"
"27534","E01028323","E02005894"
"27535","E01028312","E02005895"
"27536","E01028295","E02005897"
"27537","E01028037","E02005849"
"27538","E01028311","E02005899"
"27539","E01028329","E02005897"
"27540","E01028302","E02005893"
"27541","E01033770","E02005893"
"27542","E01028038","E02005849"
"27543","E01028303","E02005895"
"27544","E01028297","E02005897"
"27545","E01028328","E02005897"
"27546","E01028345","E02005900"
"27547","E01033771","E02005893"
"27548","E01028340","E02005893"
"27549","E01028339","E02005893"
"27550","E01028292","E02005901"
"27551","E01028301","E02005893"
"27552","E01028338","E02005893"
"27553","E01026333","E02005476"
"27554","E01026355","E02005477"
"27555","E01028336","E02005904"
"27556","E01033394","E02005904"
"27557","E01028352","E02005904"
"27558","E01028337","E02005895"
"27559","E01028349","E02005895"
"27560","E01028350","E02005895"
"27561","E01028315","E02005896"
"27562","E01028353","E02005896"
"27563","E01028310","E02005899"
"27564","E01028305","E02005899"
"27565","E01028294","E02005899"
"27566","E01028335","E02005901"
"27567","E01028293","E02005901"
"27568","E01028333","E02005901"
"27569","E01028306","E02005899"
"27570","E01028304","E02005899"
"27571","E01028307","E02005899"
"27572","E01028286","E02005903"
"27573","E01028287","E02005903"
"27574","E01028285","E02005903"
